nome_fantasia,data_inicio_atividades,cnae_fiscal,cep,municipio,porte
BAHIA DISTRIBUIDORA E SERVICOS,20091201,8599604,44088432,3515,1
BAHIA EMBALAGENS,19920716,4789099,44002064,3515,1
BAHIA ENTRETENIMENTOS ARTISTICOS,20031121,8230002,48470000,3763,1
BAHIA FITNESS,20110729,9313100,45600585,3597,1
BAHIA GAS,20090615,4784900,45604105,3597,1
BAHIA GAS,20100528,4784900,47650000,3485,1
BAHIA GERAL,20031203,5812301,43805230,3429,1
BAHIA GIFTS,20000628,4781400,42840586,3413,1
BAHIA GRAF,20000519,1822999,40460120,3849,1
BAHIA IMOBILIARIA,20030711,6821801,46880000,3595,5
BAHIA INSTITUTO DE PESOS E MEDIDAS,19820211,8411600,43700000,3913,5
BAHIA INTERNACIONAL,19830104,8211300,44380000,3495,1
BAHIA KOMBI,19940314,4530703,42702730,3685,1
BAHIA LENTES,20120528,4774100,42800020,3413,1
BAHIA METAIS,19810911,4687703,40355015,3849,3
BAHIA MINAS TRANSPORTES E EMPREENDIMENTOS,20110930,4930202,45000725,3965,1
BAHIA MONITORAMENTO,20120320,8020001,47820000,3877,1
BAHIA MULHER,20060208,4763602,40243045,3849,3
BAHIA PARK,20030704,5223100,41825000,3849,5
BAHIA PLASTICOS,19960816,4789099,44002445,3515,3
BAHIA RACOES,20030711,4712100,48603241,3781,1
BAHIA RENT AII VENDAS E LOCACOES DE MAQ.E EQUIPAMENTOS,20110722,4399104,41820770,3849,1
BAHIA RODIZIOS,20101122,4759899,41701030,3849,1
BAHIA SABOR,19930910,1095300,45609000,3597,5
BAHIA SEM FRONTEIRAS MINERADORA,19861023,710301,45051295,3965,1
BAHIA SERV,19990318,2342702,45985970,3993,1
BAHIA SERVICOS,20041204,7319002,47520000,3565,5
BAHIA SSA GABINETE DO SECRETARIO,19741231,8411600,40325000,3849,5
BAHIA SUL SERVICOS & TRANSPORTES,20030203,4930202,45400000,3957,3
BAHIA VERDE CONSULTORIA,20110216,4612500,42700130,3685,1
BAHIA-CAR,20070605,4530703,44700000,3651,1
BAHIACONSULT,19890313,7119799,40301155,3849,1
BAHIAFLEX ETIQUETAS E ROTULOS,20060817,1741902,45604095,3597,1
BAHIAGLASS DECORT,20111212,7410202,42700130,3685,1
BAHIALIFE HOSPITALAR,20120618,4773300,45603023,3597,1
BAHIAMED SAUDE,20001016,8660700,44700000,3651,1
BAHIAMODAL,20090525,5250804,40280000,3849,3
BAHIAREVEST-FILM,19940224,4744005,40230731,3849,3
BAHIASERV,20090114,8211300,42700130,3685,1
BAHIASUL PNEUS,19940505,4530701,45603415,3597,1
BAHIATECNICA,19960410,4744001,41510333,3849,1
BAHIATROPICAL,20030103,5590699,45860000,3425,1
BAIA COMERCIAL DE CESTAS BASICAS,20070725,4712100,42807085,3413,1
BAIA COOK HOTEL,20060126,5510801,48903450,3669,1
BAIANA CORRETORA DE SEGUROS,20080317,6622300,42800029,3413,1
BAIANAO GAS,20050606,4784900,45810000,3807,1
BAIANOPOLIS ESPORTE CLUBE,20110406,9312300,47830000,3349,5
BAIAO DE 2 ENTRETENIMENTO,20040330,8230001,47803090,3363,1
BAILAO PRODUCOES ARTISTICAS,19910504,9001902,41680400,3849,5
BAINEMA ENGENHARIA E CONSULTORIA,20050309,4120400,46760000,3543,1
BAITA PIZZA,20091203,5611201,40440360,3849,1
BAITA TCHE,19950405,5611201,41705650,3849,3
BAKER HUGHES,20050614,910600,48110000,3449,5
BAKER SERVICOS MEDICOS LTDA ME,20101027,8630503,40015070,3849,1
BAKOKA SUPERMERCADO,19900711,4711301,48602170,3781,1
BAL CENTRO AUTOMOTIVO,20030204,4530703,44695000,3083,3
BALA COMUNICACAO VISUAL,20110117,3299003,41225690,3849,1
BALADA & BLOCO MACACO PREGO,20060804,9329801,45985001,3993,1
BALALAIKA CENTER,20000919,5611203,47807150,3363,1
BALAS VIEIRA,20101007,4721102,41720440,3849,1
BALCAO DE INGRESSOS,19980925,8230001,41820020,3849,1
BALCAO DE INGRESSOS,20080826,8219999,41820910,3849,1
BALCAO DE NEGOCIOS,20010611,5822101,48601000,3781,1
BALEAO ELETRICO,20120203,8230001,43850000,3889,1
BALIZA SERVICE,20050817,4753900,46430000,3533,1
BALLKONE COMERCIO ATACADISTA DE GENEROS ALIMENTICIOS,19960718,4639701,40015070,3849,1
BALLON FEST DEPOSITO FECHADO,20110916,4789099,45201150,3661,3
BALUARTE TRANSPORTES,20101126,4930202,40010020,3849,1
BAMACON,19991022,4744005,46190000,3773,1
BAMAGRIL,20010405,4789099,47850000,1112,5
BAMBINO,20000803,4782201,41825000,3849,1
BAMBINOS CONFECCOES,20060220,4781400,48010050,3313,1
BAMBUZAL TRANSPORTES,20050512,4924800,44200000,3871,3
BAMEL BAHIA MECANICA,19690127,2513600,41305080,3849,1
BAMINAS,19910508,8299799,40015050,3849,1
BANANA TROPICAL,20101104,5611203,46500000,3697,1
BANCA CENTRAL,20050728,4761002,45000385,3965,1
BANCA DE REVISTA DALLAS,20110323,4761002,42700130,3685,1
BANCA MARINGA,20111006,4789001,45700000,3629,1
BANCO DO NORDESTE DO BRASIL S/A,20140522,6422100,42850000,3087,5
BANCO ITAU S.A.,19920701,6422100,40285001,3849,5
BAND SONORIZACAO,20050328,4789099,47600000,3377,1
BANDA CALCINHA DE PRATA,20040721,9001999,47530000,3765,1
BANDA FLASHBACK,20071018,4762800,44020130,3515,1
BANDA SELA VAQUEIRA,20110628,9001902,44054394,3515,1
BANDA UNSKARAI,19960418,8230001,41950850,3849,1
BANDEIRA COMERCIO DE GAS,20110407,4784900,45705000,3629,5
BANDO PRODUCOES ARTISTICAS,20070205,9001901,41820020,3849,1
BANGU,19850212,9430800,44300000,3397,5
BANHO E TOSA LUNA STAR,20100517,9609208,40285000,3849,1
BANHO E TOSA STILO CANINO,20101125,9609208,40820190,3849,1
BAR & RESTAURANTE SAO JORGE,20080407,5611201,40310010,3849,1
BAR BUDO,20090320,5611204,41213560,3849,1
BAR CANTINHO DO BO,19910807,4723700,41231010,3849,1
BAR DA TIA,20090216,4723700,41330000,3849,1
BAR DA VAL,20060116,5611201,40100160,3849,1
BAR DO BOEMIO,19920528,4723700,46690000,3301,1
BAR DO CARIOCA,20140602,5611204,48490000,3575,1
BAR DO FERA,20061218,4723700,40451360,3849,1
BAR DO JOSMARIO,20110119,4723700,44720000,3725,1
BAR DO MANASSES,20100506,5611204,45836000,3613,1
BAR DO NEGAO,19911031,5611204,41710040,3849,1
BAR DO REGE,20060919,5611204,44076050,3515,1
BAR DO TIGRE,20101209,5611204,45065125,3965,1
BAR DOCE MISTERIO,19980303,5611204,41250570,3849,1
BAR E CHURRASCARIA 2 DE JULHO,20061116,5611201,44090156,3515,1
BAR E LANCHONETE BOM GOSTO,20010522,5510801,47600000,3377,5
BAR E LANCHONETE CARLOS CHAGAS,19940809,5611204,45910000,3315,1
BAR E LANCHONETE DO ALCIDES,20050124,5611204,41905655,3849,1
BAR E LANCHONETE ESTRELA,20070206,4723700,44053612,3515,1
BAR E LANCHONETE O PONTO CHIC,19860414,5611203,45028135,3965,1
BAR E LANCHONETE POPULAR.,20101025,5611204,45968000,3723,1
BAR E MERCEARIA ALEXANDRE,19931006,4712100,44150000,3851,1
BAR E MERCEARIA BOCA PRETA,20030922,4712100,45807000,3855,1
BAR E MERCEARIA DA ROSA,20120119,4712100,41298800,3849,1
BAR E MERCEARIA DO FIOTE,20111107,4712100,46430000,3533,1
BAR E MERCEARIA DO RONALDO,20100917,4712100,48030050,3313,1
BAR E MERCEARIA DO VAL,19971028,4712100,41339300,3849,1
BAR E MERCEARIA KARLA,19770117,5510803,44077005,3515,1
BAR E MERCEARIA SANTO ANTONIO,20000410,4712100,40725330,3849,1
BAR E RESTAURANTE BATE PAPO,20040324,4729699,40015180,3849,1
BAR E RESTAURANTE COPO CHEIO,19920730,4723700,40243100,3849,1
BAR E RESTAURANTE DIAS,19951031,5611201,40025001,3849,1
BAR E RESTAURANTE DO CARECA,20110720,5611201,44010025,3515,1
BAR E RESTAURANTE FRUTOS DO MAR,20041018,5611201,48180000,3509,1
BAR E RESTAURANTE JARDIM FLORIDA,20100224,5611204,48902785,3669,1
BAR E RESTAURANTE MARACAS,20080227,5611201,40411015,3849,1
BAR E RESTAURANTE PINHEIRO,20080312,5611201,44002168,3515,1
BAR E RESTAURANTE Q' DELICIA,20070601,5611201,41213000,3849,1
BAR E RESTAURANTE RAIARA,19971222,4723700,44320000,3463,1
BAR E RESTAURANTE RIBEIRO,19730615,4712100,46640000,3645,1
BAR E RESTAURANTE SETE ILHAS,20070511,5611204,47650000,3485,1
BAR E RESTAURANTE TRES AMORES,20041007,5611201,48290000,3619,1
BAR E RESTAURANTE VIP,20100806,5611201,44550000,3881,1
BAR EVOLUTION,20071119,5611204,40487000,3849,1
BAR FERRO DE ENGOMAR,20110418,5611204,44002205,3515,1
BAR LANCHONETE E RESTAURANTE SAUDADES D OCE,19920124,322101,42700130,3685,1
BAR MERCEARIA E ACOUGUE DOS AMIGOS,20010221,4712100,47850000,1112,1
BAR POR ACASO,20111031,5611201,40026110,3849,1
BAR RODRIGUES,19830407,5611203,46170000,3835,1
BAR SAO JORGE,20110318,5611204,41185055,3849,1
BAR UAI BODE,20061215,5611201,41745037,3849,5
BAR ULISSES,20100601,5611204,40301280,3849,1
BAR VERMELHO,19970129,4763603,44245000,3469,1
BAR LANCHONETE E PIZZARIA DON CALIARI,19981116,5611203,47600000,3377,1
BARAO CORRETORA DE SEGUROS,20071019,6619302,44002168,3515,1
BARAUNA NEVES CONSTRUCOES,20050712,8121400,45807000,3855,1
BARBARA ACESSORIOS,20101104,4781400,41720025,3849,1
BARBEARIA DO ALEX,20081107,9602501,40226590,3849,1
BARBEARIA SANTO AMARO,20140604,9602501,40050565,3849,1
BARBERGIL,20101105,9602501,40385025,3849,1
BARBOSA E RAINER ADVOGADOS ASSOCIADOS S/C,20030227,6911701,45996001,3993,5
BARDAUE LANCHES,19821026,5611203,41510867,3849,3
BARRA CORRETORA,20060127,6622300,46650000,3355,1
BARRA DANCE PRODUCOES E ENTRETENIMENTOS,20091110,9001902,46650000,3355,1
BARRA DO GARCA DISTRIBUIDORA DE PETROLEO,20091007,4732600,45997055,3993,5
BARRA FRIOS,20110120,4637199,44990000,3359,1
BARRA GRANDE FERIAS,20011206,7911200,45520000,3715,1
BARRA LUZ,19990406,8299799,44990000,3359,1
BARRA PLACAS,20091026,3299003,46650000,3355,1
BARRA'S RESTAURANTE,20040928,5611201,40140310,3849,1
BARRACA BURACO DA VELHA,20010927,4789099,42700130,3685,1
BARRACA DA CELY,20061214,5611201,41680000,3849,1
BARRACA DA IVONETE,20030404,4724500,45000560,3965,1
BARRACA DO JOEL,20060818,5611204,41750240,3849,1
BARRACA ENCONTRO DOS CORNOS,20140604,5611204,42700130,3685,1
BARRACA FLOR DE LIRIO,20060113,5612100,42700130,3685,1
BARRACA SETE SABORES,20111025,5612100,41500660,3849,1
BARRACA TATA,19750422,4774100,45400000,3957,1
BARRACA TRIBOA,19950330,5611201,45810000,3807,1
BARRACAO TROPICAL,20040206,4712100,46860000,3537,3
BARREFOGO EQUIPAMENTOS,20110310,3314710,47800632,3363,1
BARREIRAS CAFE,20101027,1081302,47800873,3363,1
BARREIRAS CARTUCHOS,20070920,4751201,47850000,1112,3
BARREIRAS DIRECOES,20051226,4530703,47801651,3363,1
BARREIRAS INFORMATICA,20120328,4751201,47800166,3363,5
BARREIRAS MODAS,20010214,4781400,47800175,3363,1
BARREIRINHAS FRANGOS E FRIOS,20090505,4721103,47806430,3363,1
BARRETAO MATERIAL DE CONSTRUCAO,20080122,4744005,45200390,3661,1
BARRETO CONSTRUCOES,20050415,4744099,45985128,3993,1
BARRETO SUPERMERCADOS,19960722,4712100,44052005,3515,1
BARRETO TI,20100327,6209100,44900000,3593,1
BARRETOS REPRESENTACOES,20091005,8211300,44076020,3515,1
BARRO DURO MATERIAIS DE CONSTRUCAO,20100510,4744099,44960000,3563,1
BARROS ACARTONADO,20090625,4330403,48970000,3901,1
BARROS FORMACAO PEDAGOGICA,20110905,8599604,45365000,3291,1
BARROS SERVICOS,20100422,8299707,47810683,3363,1
BARROS TRANSPORTES SERVICOS,20010524,4299599,44230000,3321,1
BARROS VEICULOS,19970103,4520001,45065010,3965,1
BARTOLA AGUA MINERAL E GAS,20101015,5612100,41180015,3849,1
BARUCK TECNOLOGIA,20070129,8211300,47802470,3363,1
BARUK MS,19880223,4789005,48120000,3805,1
BASE COMUNICACAO & MARKETING,20070316,5812301,46100000,3391,1
BASE CONSTRUCOES,20080718,4530703,46490000,3569,1
BASE CONSULTORIA E PRESTACAO DE SERVIOS,20070606,8599699,40280000,3849,1
BASE COSMETICOS,20041220,4772500,42700130,3685,1
BASE NAVAL DE ARATU,19751210,8422100,40800971,3849,5
BASSI & BELLOTTI DO BRASIL LTDA,20101112,6810201,40015070,3849,5
BASSI SERVICOS DE SAUDE E BEM ESTAR,20101201,8630503,43850000,3889,1
BASTOS CENTRO VETERINARIO,20080610,7500100,45848000,3279,1
BASTOS TRANSPORTES,20030220,4923002,48010970,3313,1
BATE SERVICOS E EVENTOS,20050805,9001902,44245000,3469,1
BATEIA REPRESENTACOES DE JOIAS,20110829,4789001,41710705,3849,1
BATISTA,19941130,9491000,46190000,3773,5
BATISTA & SANTOS REPRESENTACOES,20080704,4619200,44034084,3515,1
BATISTA CONTABILIDADE,20111205,6920601,44700000,3651,1
BATSUL COMERCIO DE BATERIAS,19990503,4530703,47850000,1112,1
BAVIERA VECULOS,20111109,7490104,45600298,3597,5
BAZAR ANA CLARA A MIDIA DO SUCESSO,20040210,4713002,45400000,3957,1
BAZAR ARAGAO,19990512,4712100,45570000,3579,1
BAZAR BAHIA,20051201,4646001,45200100,3661,1
BAZAR CAMARGO,19881109,4755502,45700000,3629,1
BAZAR CARVALHO,20070417,4781400,46165000,3501,1
BAZAR CENTER,19960902,4712100,45490000,3677,3
BAZAR DA IRA,20110218,4781400,41611140,3849,1
BAZAR E MERCADINHO CARLOS PIO,20000714,4712100,44190000,3875,1
BAZAR INEDUAL,20001011,4754701,45855000,3627,1
BAZAR MACEDO,19830111,4789099,45653600,3573,1
BAZAR MUNIZ,20040210,4755502,46330000,3689,1
BAZAR RAMOS,20071106,4789001,45680000,3953,1
BAZAR SANTA RITA,19910920,4755502,48790000,3937,1
BAZAR SANTA RITA,19920220,4772500,44420000,3713,3
BAZAR SENHOR DOS PASSOS,20000525,4781400,45604425,3597,1
BAZAR SHOPPING SAT,19980803,4754701,44300000,3397,3
BB SOM EQUIPADORA,20110315,4530703,44700000,3651,1
BB VEDACOES,20110616,4663000,40450380,3849,1
BBC,19870323,8593700,45200280,3661,1
BBFC DO POVAO,20061125,8291100,44700000,3651,1
BBI - BRUM BUSINESS INTELLIGENCE,20110321,6920601,41820560,3849,1
BBW HOTEIS,20050915,5510801,45807970,3855,5
BCC,19900115,4789099,45600921,3597,5
BCN DEPOSITO DE BEBIDAS,20050502,4712100,41342822,3849,1
BDN BANCO DE NEGOCIOS,20020522,4619200,42707650,3685,1
BEACH FASHION,20060123,4781400,40301155,3849,1
BEATRIZ,20090514,4781400,47600000,3377,3
BEBE & CIA,20060504,4781400,47800154,3363,1
BEBE DISTRIBUIDOR DE FRUTAS E VERDURAS,20090423,4724500,48750000,3823,1
BEBIDAS IDEAL,19900424,1122401,46100000,3391,1
BECA TRANSPORTES,20110815,4930202,45700000,3629,1
BECKMANSEG E MANUTENCAO PREDIAL,20100407,4751201,41820770,3849,1
BECO DAS CORES,19971113,8112500,45810000,3807,5
BEGE POLIDO,20090721,810003,44718000,3017,1
BEIJA FLOR CONSTRUCOES,20110411,4299599,46100000,3391,5
BEIJA FRUTAS,20051104,4724500,48903970,3669,1
BEIJU DOIS IRMAOS,20090327,1063500,44380000,3495,1
BEL REFRIGERACAO,20010420,3314707,47400000,3971,1
BELA LIZ,20100211,4789001,40375017,3849,1
BELA MASSA DELICATESSEN,19960627,4721102,43700000,3913,1
BELA VISTA COMERCIO DE GAS,20020205,4784900,45997025,3993,1
BELA VISTA MATERIAIS P CONSTRUCAO E SERVICOS ELETRICOS,20140513,4744099,46500000,3697,1
BELA VOCE,20110705,9602502,48280000,3721,1
BELEM AUTOMOVEIS,20070815,4511101,47800148,3363,1
BELETENCE BIJUTERIAS E VARIEDADES,20071024,4789001,48700000,3909,1
BELEZA & CIA,20100925,9602501,44655000,3981,1
BELEZA ANIMAL,20030430,9609208,45400000,3957,1
BELEZA NATURAL,20090924,4772500,44790000,3419,1
BELEZA PURA,20081003,4772500,40366110,3849,1
BELEZA PURA,20080617,9602502,48700000,3909,1
BELEZA VIP,20061113,4755502,42800420,3413,1
BELINCANTO - COMERCIO,20101221,4781400,40070200,3849,1
BELISSIMA ESMALTERIA,20140602,9602501,45200415,3661,1
BELISSIMA PERFUMARIA,20051121,4772500,45820080,3117,3
BELL CALCADOS,20110324,4782201,41610680,3849,1
BELL MODAS,19990524,1422300,46400000,3403,1
BELLA ARTES DECORACOES,20110908,8230001,45820090,3117,1
BELLA CASA,20120612,4712100,45690000,3949,1
BELLA DONNA,19920910,4713002,45980000,3811,1
BELLA LUNA,20040719,9602501,41810000,3849,1
BELLA MASSA DELICATESSEN,20051111,1091102,41600610,3849,3
BELLA RAFA,20050630,4781400,45000455,3965,1
BELLA SANTOS FRUTAS E VERDURAS,20020218,4724500,48601560,3781,1
BELLA STAR MOVEIS,19891107,4754701,48700000,3909,1
BELLA TRANSPORTES,20101123,4924800,41650002,3849,1
BELLA VISTA RESIDENCE,20140604,4120400,44077005,3515,5
BELLAFISIO,20110913,8650004,42850000,3087,1
BELLU'S HORT&GRANJA,20070921,1095300,48895000,3029,1
BELLUS PAES DELICATESSEN,19960531,1091102,40300315,3849,1
BELMONTE EMPREENDIMENTOS IMOBILIARIOS,20051201,4110700,45800000,3367,5
BELO FRIO,20110819,3314707,42700130,3685,1
BEM BOM BARATO,19900808,4712100,46835000,3011,1
BEM RURAL SHOPPING,19931028,4789004,45810000,3807,1
BEM VIVER SAUDE,20080612,8630503,46300000,3399,1
BEMATEL,19810811,2511000,45995044,3993,1
BEMSTAR ACADEMIA,20110411,9313100,45190000,3801,1
BENCAR,20031229,4530703,46430000,3533,1
BENE LANCHES,20140610,5611203,44550000,3881,1
BENEDITO MOVEIS E ALUMINIO,20020128,4754701,44655000,3981,1
BENIM SERVICOS MEDICOS LTDA ME,20100104,8610102,40155150,3849,1
BENNETT REPRESENTACOES,19910225,4616800,45204040,3661,1
BEPEX,20020111,1510600,45200191,3661,1
BERERE MATERIAIS DE CONSTRUCAO,19990121,4744005,47600000,3377,1
BERG CELULAR,20070314,4752100,44790000,3419,1
BERGS LABORATORIAL,20091124,3312102,40415110,3849,1
BERIMBAU LANCHES,19910510,5611203,45653000,3573,1
BERIMBAU ORGANICOS,19960530,9499500,44245000,3469,5
BERINJELA GRILL,20081114,5611201,41820020,3849,1
BERNARDO TRISTAO ODONTOLOGIA INTEGRADA,20120420,8630504,45936000,3741,1
BERTELLI & ROVOLETTO,20081120,6810202,41810012,3849,5
BERTHOLDI LAVANDERIA,20040402,9601701,45810000,3807,1
BERTONI' S,20051004,5611204,41830050,3849,1
BESOURAO AUTO PECAS,20100106,4530704,44002748,3515,1
BESTBIKE SHOP,20110908,4763603,41830020,3849,1
BETEL 5,20030603,4771701,45860000,3425,1
BETEL EMPREENDIMENTOS,20120229,4772500,45360000,3711,1
BETH E MILLE,20031120,4755503,46875000,3283,1
BETO BIKE II,20031009,4763603,46100000,3391,3
BETO ELETRONICA,20080728,4757100,45025080,3965,1
BETO PECAS AUTOMOTIVAS,19920213,4530703,43810271,3429,1
BETO PRODUCOES,20040324,8230001,45652304,3573,1
BETO TRANSPORTES,20090727,4930204,44700000,3651,1
BETUNEL,20010824,4684299,41820770,3849,5
BETY CALCADOS,20090810,4782201,44830000,3797,1
BEZERRA DE ARAUJO REPRESENTACOES,19930120,8130300,41820020,3849,1
BEZERRA REPRESENTACOES,19900206,4781400,44032610,3515,1
BF BEST FRUIT,19950824,151201,47600000,3377,3
BF ESMAGADORA DE OLEAGINOSAS LTDA,20071019,2013402,47850000,1112,1
BFC SALVADOR SHOPPING,20070321,7911200,41820021,3849,3
BFG,20100924,8291100,40050000,3849,1
BHM TRANSPORTADORA E LOCADORA,20030417,4930202,44590000,3869,1
BIA CALCADOS,19830718,4782201,45836000,3613,1
BIA CONSTRUCOES,20120116,4120400,45710000,3643,1
BIA MODAS E ACESSORIOS,20080826,4781400,47970000,3825,1
BIBOKA LANCHONETE,19940201,5611203,45653120,3573,3
BICHO P ECOTURISMO,20120214,7911200,45530000,3599,1
BICHO SOM,20080112,4530703,48280000,3721,1
BICHOS E CAPRICHOS,20040629,4789004,40290000,3849,1
BICICLETARIA CALUAM,19971117,4763603,45603595,3597,1
BICICLETARIA CENTRAL,20090710,4763603,48180000,3509,1
BICICLETARIA JS,19920220,4763603,45360000,3711,1
BICICLETARIA JS,20050913,4763603,45360000,3711,1
BICICLETAS & CIA,19980413,4763603,47900000,3487,1
BICICLOED,20010309,4541206,42827662,3413,1
BICIMOTO PECAS,19800731,4541206,40445170,3849,1
BIG 10,20100826,7490104,45990289,3993,1
BIG ACESSORIOS,20040413,4530703,47530000,3765,1
BIG ACO COMERCIO DE ACO,20110126,4744099,42804780,3413,1
BIG BOM,20140526,4520005,45580000,3559,1
BIG FRANGO,20020822,4729699,42700130,3685,1
BIG LANCHE,20051026,4712100,41150000,3849,1
BIGOS LANCHES,20010124,5611203,46500000,3697,1
BIGU - AUTO PECAS,20040426,4530703,45658630,3573,1
BIJU VARIEDADES,20100324,4755502,42700130,3685,1
BIJUTIK,20080730,4789001,41235000,3849,1
BIKE & CIA,20081028,4763603,48050040,3313,1
BIKE CICLO,19950516,4763603,42804539,3413,1
BIKE SHOP MOVEIS,19900910,4754701,45860000,3425,1
BIKE TOTAL,20001114,4763603,45065000,3965,3
BIL MODAS,20111005,4781400,48400000,3833,1
BILA MECANICA RODOVIARIA,20090810,4520001,42850000,3087,1
BILLA BOUTIQUE,20111026,4781400,41342315,3849,1
BILU BABY,20050216,4761003,45360000,3711,3
BILUTA TURISMO,20090824,7911200,47200000,3821,1
BIMA GAS,19950210,4784900,45604070,3597,1
BIMBOKA,19960916,4729699,44700000,3651,1
BINBLOX,20091215,4743100,45000315,3965,1
BINHA ACESSORIOS,20090527,4530703,45023000,3965,1
BINHO DO GAS,20010601,4784900,44200000,3871,3
BINHO MOTOS,20020502,4541206,46100000,3391,1
BINOVALDO TRANSPORTE,20041105,4930202,44755000,3021,1
BIO ANALISES LABORATORIO DE ANALISES CLINICAS,19901031,8640202,48602570,3781,3
BIO DAGNOSE LABORATORIO DE ANALISE CLINICAS,19960725,8640202,43700000,3913,1
BIOAGUA,20090630,4789099,40430320,3849,1
BIOANALISE,19960208,8640202,48700000,3909,1
BIOCLINICA,19911015,8630503,40725110,3849,1
BIODIESEL,20070822,7112000,40015070,3849,1
BIOFABRICA VIVEIRO - UNA,20050922,9430800,45690000,3949,5
BIOFARMA,19890313,4771702,45985160,3993,1
BIOFIT ACADEMIA,20080609,9313100,45602350,3597,1
BIOFORMULA,19960312,4771702,45820430,3117,1
BIOTIPO JEANS WEAR,20080311,4781400,40070080,3849,3
BIOVACINA,20080221,8630506,45200256,3661,1
BIRA MOVEIS,20110517,4754701,45177000,3271,1
BIRCHAM INTERNATIONAL UNIVERSITY,20050408,8550302,40010020,3849,1
BIRO DE IDEIAS,20100708,7311400,45653005,3573,1
BISCOITOS ITALIA,19771107,1094500,44060050,3515,5
BISCOITOS LUCIA,20080430,1092900,46100000,3391,3
BISCOITOS PALADAR,20051019,1092900,45490000,3677,1
BISCOITOS ROMA,19970320,1091102,44430156,3873,1
BISCOITOS RYAL,19960730,1092900,45210192,3661,1
BISCUIT DA LANE,20140524,3212400,41385010,3849,1
BISET ADVOCACIA E CONSULTORIA,20100730,6911701,41820790,3849,5
BISFLOR,20070705,1092900,45600645,3597,1
BISGOMA,20010201,1092900,44571020,3873,3
BISLAR,20030217,4753900,48475000,3631,3
BISPO REPRESENTACOES,20100301,4619200,40391186,3849,1
BITANG,20061110,4781400,45810000,3807,1
BITENCOURT REPRESENTACOES,19991025,4744005,45040370,3965,1
BITMAIS ELETRO ELETRONICA LTDA,20120530,2621300,45658340,3573,5
BITNET TELECOM,19840705,6110803,44260000,3867,1
BITTANS,20060714,1091102,48700000,3909,1
BIZU CELULARES,20081216,4753900,44880000,3405,1
BLACK BAR,20000516,4729602,47800049,3363,1
BLESSED,20070517,7723300,45208107,3661,1
BLITZ MODAS,20120117,4781400,48602490,3781,1
BLOCK STAR,20101208,2330399,44086180,3515,1
BLOCO ALDOGAO DOCE,20111215,9001902,42700130,3685,1
BLOCO BATATA,20020116,9001999,48904121,3669,1
BLOCO MIEU CRUEL,20000925,8299799,45820970,3117,1
BM PECAS E LOCADORA,20081106,4930202,45160000,3369,1
BMC MATERIAL DE CONSTRUCAO,20140604,4744099,45230000,3603,1
BMS CONSULTORIA,19850627,4751201,44001456,3515,1
BMS FOODSERVICES,20050926,4617600,40010020,3849,3
BN SUCATAS,20050202,4687703,41300460,3849,5
BNB,19720714,6422100,45836000,3613,5
BNB,19760401,6422100,48005135,3313,5
BNB,19811127,6422100,47650000,3485,5
BNB,19830328,6422100,47600000,3377,5
BNB,19830328,6422100,45652065,3573,5
BNB,19830328,6422100,48601190,3781,5
BNB,19850110,6422100,45820081,3117,5
BNE,20090226,4110700,41820770,3849,5
BOA NOVA CAMARA MUNICIPAL DE VEREADORES,19820630,8411600,45250000,3373,5
BOA NOVA REPRESENTACOES,20060131,7319002,45052200,3965,1
BOAVENTURA TRANSPORTES,19860613,4930201,44640000,3827,5
BOCA DA BARRA DE PORTO SEGURO,20080916,8230002,45810000,3807,1
BODE ASSADO DO MARCIO,20050603,5611201,48970000,3901,1
